54	4.5754309e+00	4.5754309e+00	0.0000000e+00
55	4.5936127e+00	4.5936127e+00	0.0000000e+00
56	4.6114697e+00	4.6114697e+00	0.0000000e+00
57	4.6290135e+00	4.6290140e+00	1.1920929e-07
58	4.6462550e+00	4.6462550e+00	0.0000000e+00
59	4.6632042e+00	4.6632042e+00	0.0000000e+00
60	4.6798711e+00	4.6798706e+00	1.1920929e-07
61	4.6962647e+00	4.6962643e+00	1.1920929e-07
62	4.7123938e+00	4.7123933e+00	1.1920929e-07
63	4.7282667e+00	4.7282662e+00	1.1920929e-07
64	4.7438917e+00	4.7438912e+00	1.1920929e-07
65	4.7592764e+00	4.7592759e+00	1.1920929e-07
66	4.7744279e+00	4.7744274e+00	1.1920929e-07
67	4.7893534e+00	4.7893524e+00	2.3841858e-07
68	4.8040590e+00	4.8040586e+00	1.1920929e-07
69	4.8185520e+00	4.8185511e+00	2.3841858e-07
70	4.8328376e+00	4.8328371e+00	1.1920929e-07
71	4.8469219e+00	4.8469214e+00	1.1920929e-07
72	4.8608108e+00	4.8608103e+00	1.1920929e-07
73	4.8745093e+00	4.8745089e+00	1.1920929e-07
74	4.8880229e+00	4.8880224e+00	1.1920929e-07
75	4.9013562e+00	4.9013557e+00	1.1920929e-07
76	4.9145141e+00	4.9145136e+00	1.1920929e-07
77	4.9275012e+00	4.9275007e+00	1.1920929e-07
78	4.9403219e+00	4.9403210e+00	2.3841858e-07
79	4.9529800e+00	4.9529791e+00	2.3841858e-07
80	4.9654799e+00	4.9654789e+00	2.3841858e-07
81	4.9778256e+00	4.9778252e+00	1.1920929e-07
82	4.9900208e+00	4.9900198e+00	2.3841858e-07
83	5.0020690e+00	5.0020685e+00	1.1920929e-07
84	5.0139737e+00	5.0139732e+00	1.1920929e-07
85	5.0257382e+00	5.0257378e+00	1.1920929e-07
86	5.0373659e+00	5.0373654e+00	1.1920929e-07
87	5.0488601e+00	5.0488596e+00	1.1920929e-07
88	5.0602236e+00	5.0602236e+00	0.0000000e+00
89	5.0714598e+00	5.0714593e+00	1.1920929e-07
90	5.0825710e+00	5.0825701e+00	2.3841858e-07
91	5.0935602e+00	5.0935593e+00	2.3841858e-07
92	5.1044297e+00	5.1044288e+00	2.3841858e-07
93	5.1151824e+00	5.1151814e+00	2.3841858e-07
94	5.1258206e+00	5.1258197e+00	2.3841858e-07
95	5.1363468e+00	5.1363459e+00	2.3841858e-07
96	5.1467633e+00	5.1467628e+00	1.1920929e-07
97	5.1570725e+00	5.1570721e+00	1.1920929e-07
98	5.1672769e+00	5.1672764e+00	1.1920929e-07
99	5.1773777e+00	5.1773772e+00	1.1920929e-07
100	5.1873779e+00	5.1873770e+00	2.3841858e-07
